P_PV_kW,P_EV_kW
0,0.00
0,106.01
0,106.01
0,106.01
0,464.25
0,333.67
0,516.90
0,516.90
0,499.96
0,495.75
0,294.93
0,1092.64
0,422.95
0,351.65
0,418.68
0,610.88
0,261.28
0,296.29
0,631.57
0,397.78
0,1537.45
0,2221.01
0,2216.91
0,2266.47
0,2013.13
107.7375,1994.41
215.475,2177.64
323.2125,2631.45
430.95,2289.68
592.3,2392.09
753.65,2557.83
915,1733.72
1076.35,1010.29
1250.6375,1485.35
1424.925,1637.83
1599.2125,1789.21
1773.5,901.01
2042,901.01
2310.5,728.41
2579,0.00
2847.5,601.08
2920.875,215.21
2994.25,315.53
3067.625,372.19
3141,564.90
3015.65,438.91
2890.3,0.00
2764.95,195.51
2639.6,825.25
2644.875,825.25
2650.15,608.13
2655.425,218.93
2660.7,825.69
2443.4625,869.77
2226.225,676.71
2008.9875,242.48
1791.75,0.00
1674.3875,119.20
1557.025,693.67
1439.6625,693.67
1322.3,369.21
1170.7,625.93
1019.1,491.92
867.5,172.62
715.9,0.00
628.85,422.47
541.8,422.47
454.75,187.12
367.7,749.08
275.775,749.08
183.85,438.55
91.925,448.08
0,2665.56
0,2671.64
0,1444.13
0,802.56
0,1534.60
0,2834.92
0,2636.28
0,2421.48
0,2427.81
0,2362.08
0,2087.06
0,1909.03
0,1838.32
0,2124.07
0,2582.69
0,2495.59
0,2538.96
0,2644.97
0,1610.08
0,1204.78
0,1517.60
0,1419.07
0,756.87
0,436.42
0,329.41
0,861.53
0,801.62
0,78.56
0,0.00
0,0.00
0,0.00
0,308.14
0,0.00
0,324.45
0,324.45
0,180.51
0,779.94
0,779.94
0,795.31
0,448.96
0,391.16
0,0.00
0,262.29
0,262.29
0,1333.02
0,2531.68
0,2310.34
0,1800.80
0,1804.28
140.45,2119.55
280.9,2251.23
421.35,1636.70
561.8,1259.51
803.8,1362.44
1045.8,2090.43
1287.8,2042.11
1529.8,2088.00
1717.8125,1608.15
1905.825,846.01
2093.8375,410.39
2281.85,410.39
2456.725,797.60
2631.6,1043.95
2806.475,1043.95
2981.35,1050.84
3055.3,646.96
3129.25,117.51
3203.2,324.84
3277.15,889.10
3169.2,636.09
3061.25,763.59
2953.3,398.99
2845.35,183.54
3006.75,369.45
3168.15,817.84
3329.55,406.58
3490.95,215.80
3424.575,484.16
3358.2,484.16
3291.825,727.76
3225.45,761.45
3010.7375,675.61
2796.025,892.90
2581.3125,893.18
2366.6,1049.31
2087.975,251.81
1809.35,94.96
1530.725,376.63
1252.1,307.30
1040.2375,212.63
828.375,212.63
616.5125,0.00
404.65,557.59
303.4875,970.06
202.325,970.44
101.1625,1212.14
0,941.91
0,1241.73
0,1506.20
0,1479.22
0,1888.70
0,1395.58
0,888.55
0,2168.66
0,2490.21
0,2391.30
0,1818.69
0,1809.77
0,2381.92
0,2371.25
0,2206.75
0,2237.41
0,2380.94
0,2314.35
0,2439.36
0,2382.61
0,2092.63
0,1237.22
0,462.55
0,489.46
0,0.00
0,0.00
0,0.00
0,329.43
0,0.00
0,429.31
0,0.00
0,0.00
0,448.99
0,0.00
0,0.00
0,378.85
0,719.41
0,215.89
0,23.79
0,0.00
0,771.44
0,1372.14
0,1179.25
0,484.20
0,1843.85
0,1153.56
0,973.81
0,2668.54
0,2497.53
121.125,1690.95
242.25,1165.76
363.375,1792.52
484.5,2363.25
616.35,1332.46
748.2,803.85
880.05,2721.78
1011.9,2022.49
1314.9875,1169.26
1618.075,604.12
1921.1625,822.11
2224.25,1288.33
2363.175,1056.22
2502.1,1053.13
2641.025,1023.65
2779.95,729.34
2742.3,397.85
2704.65,207.13
2667,0.00
2629.35,753.93
2831.7125,798.57
3034.075,549.46
3236.4375,50.00
3438.8,658.88
3390.675,605.31
3342.55,726.79
3294.425,1404.05
3246.3,1783.54
3256.125,1083.90
3265.95,1009.71
3275.775,207.85
3285.6,339.33
3076.625,204.33
2867.65,467.26
2658.675,623.62
2449.7,623.62
2183.3875,378.09
1917.075,857.18
1650.7625,356.35
1384.45,260.55
1134.5125,255.32
884.575,443.61
634.6375,259.00
384.7,710.38
288.525,300.90
192.35,549.84
96.175,299.63
0,1093.79
0,1240.40
0,1594.07
0,564.95
0,1749.33
0,1745.08
0,1389.46
0,1717.70
0,1019.60
0,1935.25
0,2393.57
0,2221.14
0,2417.29
0,2496.87
0,2158.32
0,2415.68
0,2006.33
0,2307.77
0,2517.49
0,2576.04
0,2113.60
0,633.53
0,1085.15
0,1085.15
0,636.63
0,636.63
0,237.38
0,167.18
0,291.33
0,291.33
0,65.87
0,830.90
0,681.91
0,766.97
0,160.15
0,138.84
0,337.26
0,898.64
0,892.29
0,932.80
0,0.00
0,616.92
0,425.42
0,0.00
0,867.70
0,2565.10
0,2565.10
0,1881.69
0,2010.28
143.3875,2323.22
286.775,1839.26
430.1625,1918.07
573.55,819.49
809.9625,1184.60
1046.375,1225.41
1282.7875,1056.54
1519.2,776.86
1720.5125,190.59
1921.825,1075.64
2123.1375,891.58
2324.45,738.82
2473.275,874.13
2622.1,1214.73
2770.925,480.71
2919.75,457.22
2931,546.99
2942.25,443.51
2953.5,918.11
2964.75,1024.26
2935.35,595.12
2905.95,904.79
2876.55,904.79
2847.15,565.33
2922.45,493.58
2997.75,215.86
3073.05,439.68
3148.35,398.69
3023.5375,730.37
2898.725,1109.37
2773.9125,687.54
2649.1,1017.99
2484.2375,978.70
2319.375,0.00
2154.5125,279.54
1989.65,354.10
1767.275,511.64
1544.9,511.64
1322.525,614.59
1100.15,734.26
883.125,666.84
666.1,85.87
449.075,357.40
232.05,614.91
174.0375,724.57
116.025,929.74
58.0125,1341.07
0,2180.34
0,2059.95
0,1653.59
0,2573.44
0,1762.63
0,1311.07
0,1539.98
0,1393.54
0,2355.03
0,2303.63
0,2800.50
0,2027.45
0,2827.26
0,2747.30
0,1435.62
0,1924.94
0,1894.73
0,1586.30
0,1903.86
0,2163.44
0,725.11
0,377.11
0,197.63
0,473.19
0,0.00
0,0.00
0,0.00
0,314.90
0,637.61
0,637.61
0,562.57
0,464.67
0,163.99
0,0.00
0,0.00
0,183.75
0,183.75
0,853.89
0,860.86
0,1152.50
0,550.32
0,725.57
0,725.57
0,147.33
0,1251.09
0,1414.24
0,1608.66
0,1869.89
0,1952.85
105.2,2324.05
210.4,2520.52
315.6,1399.30
420.8,2105.95
625.3625,1189.64
829.925,1954.53
1034.4875,2414.14
1239.05,2307.03
1462.8,977.54
1686.55,817.44
1910.3,410.45
2134.05,830.25
2323.85,451.71
2513.65,786.20
2703.45,363.30
2893.25,65.11
2935.4875,583.58
2977.725,583.58
3019.9625,476.46
3062.2,718.87
3117.275,604.35
3172.35,546.85
3227.425,540.16
3282.5,1822.49
3172.6,1090.53
3062.7,1085.73
2952.8,1725.40
2842.9,1277.31
2766.825,277.52
2690.75,717.39
2614.675,689.62
2538.6,193.72
2332.2625,137.84
2125.925,409.70
1919.5875,409.70
1713.25,80.20
1531.0375,286.15
1348.825,180.88
1166.6125,715.04
984.4,754.40
838.75,869.95
693.1,171.55
547.45,743.25
401.8,1643.22
301.35,1491.33
200.9,792.78
100.45,1089.52
0,1018.00
0,1262.90
0,1613.81
0,1470.47
0,2013.00
0,1942.63
0,2537.22
0,2062.29
0,2282.40
0,1210.88
0,1667.50
0,2369.05
0,2692.01
0,2075.02
0,2141.75
0,2205.18
0,2411.23
0,2176.77
0,2390.53
0,1772.65
0,1225.14
0,1074.59
0,1024.59
0,660.97
0,0.00
0,0.00
0,0.00
0,0.00
0,364.18
0,439.98
0,952.96
0,512.98
0,362.94
0,362.94
0,309.33
0,309.33
0,172.08
0,513.65
0,361.37
0,568.34
0,812.02
0,844.33
0,669.14
0,680.79
0,1147.28
0,2145.71
0,1555.99
0,2064.37
0,1635.17
38.6125,2334.48
77.225,2607.35
115.8375,2247.05
154.45,1940.35
306.75,1435.93
459.05,965.67
611.35,1645.16
763.65,1072.90
792.5625,1671.37
821.475,701.77
850.3875,1234.98
879.3,1067.07
912.3375,1484.38
945.375,1208.25
978.4125,551.37
1011.45,616.12
1337.6,639.88
1663.75,627.49
1989.9,555.20
2316.05,862.79
2019.25,730.15
1722.45,385.53
1425.65,788.59
1128.85,728.19
1414.175,978.97
1699.5,1250.44
1984.825,1965.24
2270.15,547.03
2165.8875,105.87
2061.625,55.87
1957.3625,50.00
1853.1,288.88
1820.6625,242.68
1788.225,412.60
1755.7875,160.19
1723.35,160.19
1518.1875,160.19
1313.025,922.45
1107.8625,558.95
902.7,356.80
741.9875,302.77
581.275,0.00
420.5625,0.00
259.85,0.00
194.8875,292.09
129.925,1041.60
64.9625,794.82
0,2214.16
0,1312.34
0,892.78
0,1275.49
0,2078.35
0,1729.79
0,2039.69
0,1657.90
0,1706.26
0,2382.75
0,1507.28
0,1180.90
0,2417.34
0,2406.35
0,2498.10
0,2200.98
0,1943.79
0,2728.67
0,2126.74
0,2040.42
0,1299.27
0,147.94
0,1398.30
0,828.69
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,376.24
0,353.06
0,353.06
0,124.23
0,626.58
0,546.27
0,164.56
0,0.00
0,303.68
0,180.92
0,180.92
0,696.36
0,1532.00
0,2421.19
0,2513.64
0,1510.77
0,1219.31
20.425,1111.34
40.85,1845.21
61.275,1900.89
81.7,2718.70
200.075,2087.45
318.45,1463.06
436.825,1422.89
555.2,1158.63
818.45,336.44
1081.7,1239.97
1344.95,1682.86
1608.2,881.81
1743.3,959.48
1878.4,1195.90
2013.5,682.62
2148.6,380.23
2169.3,0.00
2190,335.88
2210.7,382.84
2231.4,735.61
2119.1375,558.31
2006.875,1086.07
1894.6125,425.96
1782.35,282.93
1555,409.01
1327.65,400.24
1100.3,627.52
872.95,551.31
1023.4,569.05
1173.85,912.43
1324.3,903.14
1474.75,409.48
1451.075,662.42
1427.4,364.69
1403.725,0.00
1380.05,275.36
1177.7125,672.72
975.375,493.31
773.0375,0.00
570.7,0.00
466.5375,0.00
362.375,0.00
258.2125,155.56
154.05,155.56
115.5375,820.65
77.025,786.58
38.5125,636.92
0,1673.06
0,1757.73
0,1890.25
0,1092.08
0,1799.15
0,1930.98
0,1419.71
0,1090.29
0,1513.36
0,1822.23
0,1462.73
0,2049.34
0,2285.81
0,2152.63
0,2564.15
0,2276.00
0,2352.17
0,2129.84
0,2027.48
0,1771.34
0,1936.09
0,1974.16
0,1147.01
0,629.62
0,0.00
0,0.00
0,0.00
0,652.56
0,822.33
0,169.77
0,197.89
0,103.70
0,564.62
0,564.62
0,444.56
0,0.00
0,644.85
0,644.85
0,129.33
0,436.14
0,387.41
0,987.24
0,987.24
0,439.31
0,2424.96
0,2722.58
0,1641.79
0,2528.77
0,1498.50
72.4,773.27
144.8,1060.82
217.2,2260.52
289.6,2140.36
457.7125,2154.43
625.825,1216.74
793.9375,1766.23
962.05,920.74
1164.1125,1200.16
1366.175,920.08
1568.2375,1110.16
1770.3,511.68
2006.6375,636.71
2242.975,514.14
2479.3125,1573.68
2715.65,908.19
2440.1875,795.95
2164.725,608.27
1889.2625,608.27
1613.8,321.26
1490.7,741.45
1367.6,0.00
1244.5,716.45
1121.4,1158.80
1052.85,1592.23
984.3,1655.75
915.75,1057.62
847.2,1001.09
874.4,0.00
901.6,0.00
928.8,397.12
956,1048.58
873.9,415.25
791.8,536.37
709.7,231.84
627.6,520.92
580.025,862.14
532.45,487.22
484.875,695.34
437.3,944.19
380.1875,167.23
323.075,167.23
265.9625,1224.63
208.85,1224.63
156.6375,960.99
104.425,425.17
52.2125,970.13
0,2043.20
0,2002.45
0,978.53
0,2057.86
0,2747.01
0,1598.35
0,1539.80
0,1114.40
0,1475.59
0,2300.29
0,2478.37
0,2566.34
0,2473.04
0,2880.47
0,2675.75
0,2175.53
0,2082.83
0,1655.30
0,2311.88
0,1952.51
0,1364.76
0,400.37
0,400.37
0,335.02
0,528.40
0,1033.12
0,641.42
0,597.06
0,617.47
0,294.61
0,364.42
0,185.91
0,0.00
0,0.00
0,0.00
0,0.00
0,399.78
0,425.30
0,0.00
0,332.60
0,439.37
0,439.37
0,335.55
0,202.59
0,2081.60
0,1821.13
0,1435.20
0,1694.20
0,2275.33
29.85,1965.83
59.7,1872.86
89.55,2114.41
119.4,2000.28
205.0625,1297.04
290.725,1295.32
376.3875,1377.32
462.05,1466.57
632.725,1425.50
803.4,985.62
974.075,582.95
1144.75,405.21
1159.1,589.90
1173.45,952.83
1187.8,909.15
1202.15,346.41
1282.7,415.76
1363.25,822.80
1443.8,890.10
1524.35,580.88
1567.9,350.87
1611.45,189.36
1655,497.41
1698.55,844.78
1524.425,843.93
1350.3,1053.98
1176.175,877.68
1002.05,847.43
941.75,505.12
881.45,692.21
821.15,844.91
760.85,844.91
739.9,542.43
718.95,269.17
698,0.00
677.05,0.00
620.525,379.99
564,379.99
507.475,121.62
450.95,121.62
373.2625,775.43
295.575,562.47
217.8875,0.00
140.2,848.10
105.15,555.88
70.1,1120.12
35.05,946.19
0,298.99
0,831.50
0,2401.45
0,2002.12
0,1495.80
0,1989.96
0,1885.11
0,2243.62
0,2168.74
0,2103.49
0,2186.12
0,2677.33
0,2482.71
0,1819.20
0,1342.41
0,2062.97
0,2458.46
0,2049.82
0,2299.53
0,1424.62
0,1070.80
0,310.03
0,438.42
0,438.42
0,243.54
0,378.60
0,374.59
0,80.34
0,713.93
0,554.51
0,0.00
0,0.00
0,0.00
0,365.90
0,365.90
0,266.36
0,405.26
0,405.26
0,219.62
0,56.75
0,174.14
0,330.43
0,1306.25
0,1463.21
0,1522.02
0.0375,1204.03
0.075,1487.31
0.1125,1842.34
0.15,1667.92
95.7875,1388.93
191.425,1679.55
287.0625,1849.51
382.7,1389.33
567.85,2418.54
753,1534.09
938.15,1093.70
1123.3,1051.51
1169.525,957.73
1215.75,737.53
1261.975,938.23
1308.2,336.16
1383.825,678.37
1459.45,1406.56
1535.075,1028.00
1610.7,405.79
1965.05,367.67
2319.4,367.67
2673.75,155.73
3028.1,656.27
2972.325,380.05
2916.55,538.45
2860.775,1054.26
2805,1014.02
2672.175,1029.35
2539.35,1007.78
2406.525,981.87
2273.7,385.95
2155.1375,246.65
2036.575,678.08
1918.0125,776.34
1799.45,378.14
1770.825,253.62
1742.2,745.46
1713.575,745.46
1684.95,912.93
1516.5625,912.93
1348.175,606.08
1179.7875,446.20
1011.4,59.45
847.625,686.26
683.85,686.26
520.075,572.66
356.3,826.77
267.225,397.31
178.15,973.73
89.075,889.27
0,1642.36
0,1519.97
0,750.72
0,1457.68
0,2130.35
0,1837.38
0,2106.02
0,1682.55
0,1601.37
0,1987.19
0,1953.06
0,2595.93
0,2253.44
0,2259.59
0,1701.30
0,2137.00
0,2013.15
0,2168.18
0,2037.61
0,1783.44
0,196.75
0,281.22
0,281.22
0,307.29
0,182.94
0,482.18
0,482.18
0,367.55
0,594.33
0,153.97
0,98.14
0,0.00
0,363.00
0,510.93
0,422.74
0,310.25
0,878.11
0,878.11
0,424.10
0,714.26
0,374.37
0,272.26
0,458.00
0,395.35
0,2309.66
0,1995.94
0,2271.98
0,1852.90
0,2306.08
79.0875,1981.82
158.175,1044.26
237.2625,1459.48
316.35,1654.16
487.875,2155.81
659.4,2401.83
830.925,2411.69
1002.45,1069.33
1164.525,738.98
1326.6,1509.06
1488.675,922.85
1650.75,820.41
1918.575,465.74
2186.4,216.67
2454.225,587.54
2722.05,181.35
2785.0125,771.57
2847.975,771.57
2910.9375,370.83
2973.9,607.85
2760.0375,684.03
2546.175,964.60
2332.3125,395.58
2118.45,599.57
2154.825,515.86
2191.2,750.86
2227.575,618.07
2263.95,618.07
2014.35,401.66
1764.75,488.47
1515.15,370.60
1265.55,564.03
1112.75,1159.64
959.95,482.30
807.15,277.02
654.35,435.12
510.6875,0.00
367.025,286.22
223.3625,446.77
79.7,640.85
63.4375,291.23
47.175,594.51
30.9125,40.51
14.65,707.76
10.9875,944.79
7.325,1261.19
3.6625,1576.60
0,794.10
0,825.35
0,975.19
0,1800.05
0,2282.50
0,2022.65
0,2475.81
0,2393.15
0,1866.20
0,2500.81
0,2378.17
0,2369.44
0,2415.71
0,2342.44
0,2149.16
0,1905.66
0,2100.29
0,2163.54
0,2122.05
0,2451.56
0,2094.58
0,2347.93
0,1093.73
0,464.30
0,0.00
0,0.00
0,409.33
0,409.33
0,0.00
0,0.00
0,350.08
0,319.13
0,808.64
0,513.19
0,496.93
0,496.93
0,0.00
0,0.00
0,319.43
0,424.59
0,820.53
0,1248.70
0,280.40
0,166.39
0,2102.74
0.35,2461.10
0.7,1420.03
1.05,1723.98
1.4,2087.70
80.8,1683.91
160.2,2089.72
239.6,2504.54
319,2328.76
420.275,1612.10
521.55,1179.01
622.825,2262.37
724.1,1329.60
895.5625,663.29
1067.025,563.44
1238.4875,887.25
1409.95,906.86
1644.2625,642.43
1878.575,1959.16
2112.8875,1932.01
2347.2,208.98
2343.6375,149.06
2340.075,0.00
2336.5125,0.00
2332.95,0.00
2177.45,0.00
2021.95,0.00
1866.45,0.00
1710.95,125.70
1621.3,125.70
1531.65,667.18
1442,1098.65
1352.35,422.95
1178.8,289.83
1005.25,312.18
831.7,312.18
658.15,153.75
635.6625,294.79
613.175,249.45
590.6875,817.39
568.2,767.10
473.1625,429.61
378.125,0.00
283.0875,331.31
188.05,0.00
154.6125,0.00
121.175,416.53
87.7375,352.82
54.3,689.89
40.725,556.81
27.15,468.80
13.575,1065.89
0,1715.06
0,1004.85
0,176.71
0,1941.92
0,2672.39
0,1723.72
0,1638.67
0,1916.49
0,1885.34
0,1492.47
0,1468.61
0,1815.70
0,1752.24
0,2502.26
0,2412.41
0,2391.49
0,1990.50
0,1869.63
0,1994.66
0,1994.66
0,1070.04
0,784.90
0,464.48
0,561.71
0,0.00
0,0.00
0,0.00
0,0.00
0,265.01
0,507.34
0,922.11
0,922.11
0,754.07
0,410.45
0,233.06
0,0.00
0,258.63
0,207.24
0,183.36
0,183.36
0,560.92
0,435.29
0,98.86
0,431.31
0,1395.50
0,1395.50
0,2362.04
0,1513.20
0,1760.10
20.2625,2447.32
40.525,1990.98
60.7875,1575.41
81.05,2425.91
138.4875,1699.35
195.925,2265.18
253.3625,1354.52
310.8,741.06
412.35,610.32
513.9,410.59
615.45,466.50
717,390.41
979.4625,748.28
1241.925,317.19
1504.3875,606.89
1766.85,606.89
1716.8375,211.14
1666.825,50.00
1616.8125,551.08
1566.8,214.32
1459.0125,401.34
1351.225,279.91
1243.4375,181.46
1135.65,497.02
1236.6625,341.84
1337.675,662.92
1438.6875,1142.74
1539.7,1174.45
1484.8,1088.87
1429.9,609.40
1375,525.08
1320.1,525.08
1257.3625,133.18
1194.625,599.30
1131.8875,599.30
1069.15,573.56
953.9125,572.69
838.675,380.47
723.4375,363.73
608.2,363.73
524.0125,150.90
439.825,150.90
355.6375,150.90
271.45,1366.53
203.5875,1176.43
135.725,607.13
67.8625,1075.78
0,1460.80
0,2316.06
0,2119.84
0,1492.72
0,1831.02
0,2376.31
0,2199.24
0,1852.64
0,1974.59
0,2309.68
0,2466.97
0,2606.28
0,2679.35
0,1821.52
0,1865.97
0,2409.01
0,2499.91
0,2310.40
0,2398.85
0,2239.61
0,1199.99
0,853.81
0,300.23
0,284.04
0,685.00
0,389.89
0,684.95
0,514.71
0,0.00
0,164.92
0,808.74
0,840.67
0,678.69
0,284.02
0,423.88
0,1220.66
0,1161.90
0,475.51
0,0.00
0,0.00
0,350.59
0,641.06
0,641.06
0,601.54
0,1571.38
1.4,1578.10
2.8,2096.21
4.2,2098.34
5.6,2161.91
92.1,1805.18
178.6,1531.12
265.1,1617.05
351.6,2226.88
523.75,1019.00
695.9,2226.65
868.05,2114.34
1040.2,1052.28
1181.0875,732.73
1321.975,632.13
1462.8625,858.48
1603.75,1110.99
1614.25,693.31
1624.75,1038.46
1635.25,1752.86
1645.75,985.75
1720.275,985.75
1794.8,504.29
1869.325,503.56
1943.85,607.36
2131.625,394.48
2319.4,652.26
2507.175,135.44
2694.95,1277.84
2574.1625,831.36
2453.375,2196.90
2332.5875,1175.88
2211.8,318.65
1905.8875,557.15
1599.975,521.85
1294.0625,440.33
988.15,176.92
954.55,582.88
920.95,582.88
887.35,271.21
853.75,317.41
728.375,345.53
603,346.67
477.625,314.44
352.25,339.38
309.0875,0.00
265.925,0.00
222.7625,248.86
179.6,419.08
134.7,1648.35
89.8,809.08
44.9,255.05
0,1265.03
0,1850.09
0,1530.68
0,1575.65
0,1873.75
0,1224.97
0,2293.38
0,2106.42
0,2682.61
0,2628.43
0,2735.73
0,1411.84
0,1994.36
0,2202.20
0,2231.97
0,2423.80
0,2510.67
0,2285.91
0,2150.32
0,1910.07
0,2174.63
0,1577.12
0,557.90
0,616.11
0,0.00
0,230.22
0,653.17
0,316.13
0,0.00
0,0.00
0,168.76
0,922.97
0,922.55
0,202.14
0,365.63
0,0.00
0,368.37
0,747.15
0,349.06
0,779.47
0,747.36
0,808.03
0,692.34
0,987.34
0,2266.00
0,2061.55
0,1666.81
0,1420.65
0,2353.37
20.925,1977.15
41.85,763.45
62.775,1984.24
83.7,2206.21
145.0125,1915.79
206.325,2131.56
267.6375,2078.44
328.95,2292.14
547.5,1734.25
766.05,1160.30
984.6,1063.11
1203.15,705.99
1355.5375,861.52
1507.925,767.72
1660.3125,567.94
1812.7,410.32
1838.6,448.51
1864.5,364.60
1890.4,683.91
1916.3,945.38
1590.4875,739.28
1264.675,71.10
938.8625,71.10
613.05,537.78
785.2875,537.78
957.525,874.73
1129.7625,410.71
1302,367.25
1145.8625,435.13
989.725,401.04
833.5875,539.65
677.45,486.11
690.875,426.15
704.3,241.59
717.725,461.36
731.15,290.00
689.825,145.77
648.5,0.00
607.175,0.00
565.85,360.81
458.0375,360.81
350.225,169.07
242.4125,480.25
134.6,378.08
100.95,515.91
67.3,0.00
33.65,0.00
0,726.16
0,1154.72
0,1154.72
0,1012.98
0,1989.87
0,2289.65
0,2093.31
0,1291.95
0,1507.52
0,2370.98
0,2400.74
0,1781.70
0,1731.36
0,2475.27
0,2465.44
0,2436.22
0,2194.75
0,1767.90
0,1026.14
0,1712.87
0,1603.27
0,59.37
0,0.00
0,430.01
0,202.63
0,144.45
0,216.34
0,216.34
0,216.34
0,922.94
0,922.94
0,175.89
0,532.77
0,532.77
0,453.49
0,747.87
0,325.09
0,0.00
0,634.00
0,634.00
0,271.89
0,0.00
0,133.66
0,413.15
0,2201.80
0.2,2242.70
0.4,2794.65
0.6,2342.49
0.8,2138.94
61.25,2331.73
121.7,1932.25
182.15,1928.59
242.6,1723.43
397.775,1997.26
552.95,2025.26
708.125,1275.09
863.3,797.87
1100.9125,425.10
1338.525,832.10
1576.1375,919.04
1813.75,786.79
1810.4,692.62
1807.05,930.99
1803.7,434.76
1800.35,844.80
1771.8375,453.83
1743.325,280.73
1714.8125,280.73
1686.3,57.31
2027.25,57.31
2368.2,0.00
2709.15,288.72
3050.1,935.25
2728.075,935.25
2406.05,550.30
2084.025,516.71
1762,895.73
1713.95,743.05
1665.9,651.61
1617.85,616.75
1569.8,1184.00
1519.3,1067.28
1468.8,624.69
1418.3,740.33
1367.8,692.68
1169.5375,998.13
971.275,305.96
773.0125,822.44
574.75,921.10
465.5375,697.75
356.325,0.00
247.1125,1210.85
137.9,860.74
103.425,1151.38
68.95,817.25
34.475,862.58
0,1065.26
0,2446.29
0,2727.02
0,2389.68
0,2076.44
0,2058.63
0,2563.80
0,2647.33
0,1710.21
0,2070.72
0,2184.32
0,1961.51
0,1988.54
0,2149.38
0,2291.56
0,1560.30
0,1906.84
0,2187.48
0,1947.77
0,2441.78
0,2406.86
0,509.89
0,772.97
0,458.19
0,0.00
0,0.00
0,0.00
0,0.00
0,988.52
0,695.56
0,0.00
0,212.48
0,212.48
0,212.48
0,407.53
0,225.55
0,931.39
0,774.23
0,241.18
0,344.00
0,344.00
0,292.02
0,391.66
0,964.80
0,2538.45
0,2404.69
0,1718.33
0,1964.70
0,1096.60
99.325,2283.83
198.65,1653.89
297.975,2454.75
397.3,2300.02
657.9,2152.17
918.5,2274.45
1179.1,1933.42
1439.7,2030.26
1669.6125,1229.35
1899.525,739.84
2129.4375,724.95
2359.35,626.55
2414.2,639.32
2469.05,537.31
2523.9,784.62
2578.75,97.40
2592.3625,407.00
2605.975,0.00
2619.5875,369.23
2633.2,90.63
2665.4375,259.87
2697.675,259.87
2729.9125,345.91
2762.15,1692.94
2848.575,1983.97
2935,264.08
3021.425,401.65
3107.85,346.02
2874.6875,561.11
2641.525,1565.51
2408.3625,932.25
2175.2,1030.66
1970.8625,922.28
1766.525,419.18
1562.1875,419.18
1357.85,746.92
1289.425,1042.64
1221,412.13
1152.575,179.18
1084.15,879.07
882.9625,591.94
681.775,112.66
480.5875,0.00
279.4,375.03
209.55,490.92
139.7,556.84
69.85,818.06
0,557.52
0,1585.31
0,1569.50
0,2058.93
0,1786.86
0,2291.47
0,2001.82
0,2103.24
0,2341.10
0,3140.65
0,2634.17
0,1127.33
0,1727.91
0,2130.70
0,2289.58
0,2444.72
0,2521.80
0,2654.39
0,2468.38
0,2373.86
0,1355.44
0,842.40
0,942.60
0,1065.52
0,360.56
0,360.56
0,0.00
0,0.00
0,0.00
0,0.00
0,270.56
0,574.27
0,181.14
0,406.13
0,406.13
0,670.56
0,227.00
0,166.71
0,487.25
0,166.71
0,330.83
0,534.66
0,287.25
0,923.09
0,1256.55
0,1053.15
0,2250.88
0,1792.54
0,2033.90
100.475,1692.93
200.95,2327.09
301.425,2825.55
401.9,1643.10
588.0375,853.48
774.175,1140.10
960.3125,1073.46
1146.45,935.48
1418.05,535.57
1689.65,1198.42
1961.25,526.75
2232.85,453.51
2223.625,453.51
2214.4,479.99
2205.175,1134.32
2195.95,490.07
2028.3,427.69
1860.65,363.36
1693,0.00
1525.35,58.09
1830.4875,662.55
2135.625,483.33
2440.7625,453.41
2745.9,1010.36
2610.45,435.57
2475,353.89
2339.55,258.42
2204.1,359.81
2001.0375,359.81
1797.975,161.42
1594.9125,120.73
1391.85,415.36
1438.9375,485.91
1486.025,1076.11
1533.1125,238.65
1580.2,50.00
1358.725,0.00
1137.25,710.82
915.775,404.77
694.3,369.58
571.5375,115.44
448.775,115.44
326.0125,367.43
203.25,367.43
152.4375,529.99
101.625,445.85
50.8125,717.88
0,798.98
0,534.30
0,1604.74
0,1337.38
0,1876.64
0,2062.21
0,1801.49
0,2488.09
0,2511.24
0,2233.34
0,2250.10
0,2540.24
0,2878.59
0,2694.38
0,2784.16
0,2611.17
0,2249.39
0,2232.54
0,2295.55
0,2597.42
0,2715.19
0,1587.76
0,153.98
0,181.70
0,265.21
0,265.21
0,460.55
0,391.01
0,391.01
0,55.35
0,0.00
0,0.00
0,0.00
0,218.97
0,411.52
0,731.84
0,731.84
0,322.94
0,326.01
0,229.40
0,432.23
0,922.45
0,983.56
0,739.55
0,1687.31
0,1489.99
0,1794.44
0,1096.02
0,1449.92
64.9125,1909.95
129.825,2245.91
194.7375,1911.52
259.65,1746.35
323.9,1532.67
388.15,1611.56
452.4,2272.18
516.65,1420.68
694.675,1273.56
872.7,768.83
1050.725,511.38
1228.75,769.46
1433.5,619.79
1638.25,424.28
1843,515.49
2047.75,382.76
2203.4,626.30
2359.05,626.30
2514.7,241.82
2670.35,241.82
2643.45,453.71
2616.55,893.58
2589.65,480.58
2562.75,981.60
2614.625,1202.40
2666.5,1849.54
2718.375,1000.97
2770.25,280.33
2714,135.11
2657.75,732.04
2601.5,1289.16
2545.25,1132.78
2300.8,245.28
2056.35,169.94
1811.9,663.54
1567.45,884.43
1365.0875,381.31
1162.725,857.50
960.3625,634.61
758,315.45
602.7875,315.45
447.575,392.92
292.3625,404.41
137.15,964.68
102.8625,794.28
