P_PV_kW,P_EV_kW
0,2264.04
0,2493.45
0,1703.27
0,2263.09
0,2184.13
0,2346.92
0,2373.46
0,2204.71
0,2521.45
0,2457.09
0,3031.42
0,2433.88
0,2433.88
0,2540.72
0,2324.65
0,1999.58
0,1983.15
0,255.13
0,173.74
0,0.00
0,0.00
0,424.39
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,290.01
0,577.38
0,577.38
0,415.09
0,52.29
0,0.00
0,0.00
0,641.27
0,732.55
0,522.68
0,422.17
0,741.82
0,646.92
0,1590.87
0,2126.62
0,2205.04
0,2411.36
0,2155.17
46.9625,2222.70
93.925,2538.20
140.8875,2107.68
187.85,1303.28
429.5625,1791.02
671.275,1579.70
912.9875,1872.77
1154.7,1133.39
1474.2125,1265.59
1793.725,1442.84
2113.2375,343.93
2432.75,393.97
2641.95,1283.41
2851.15,1362.17
3060.35,1284.89
3269.55,907.22
3349.4125,420.10
3429.275,795.77
3509.1375,1154.59
3589,751.11
3522.7375,289.66
3456.475,446.35
3390.2125,418.30
3323.95,992.84
3453.95,497.49
3583.95,480.87
3713.95,581.33
3843.95,477.42
3737.4875,888.25
3631.025,0.00
3524.5625,258.67
3418.1,258.67
3289.125,629.85
3160.15,485.88
3031.175,780.37
2902.2,386.61
2648.9,75.60
2395.6,0.00
2142.3,0.00
1889,0.00
1651.425,0.00
1413.85,797.78
1176.275,237.65
938.7,1290.52
726.375,693.37
514.05,573.74
301.725,482.90
89.4,1562.73
67.05,966.16
44.7,995.95
22.35,1140.39
0,1442.34
0,2150.67
0,2001.26
0,2295.60
0,1475.93
0,1914.77
0,1797.08
0,1773.86
0,1866.17
0,2373.31
0,2036.31
0,2569.50
0,2451.36
0,2351.64
0,2691.39
0,2283.55
0,1722.50
0,844.13
0,1176.39
0,987.95
0,0.00
0,0.00
0,0.00
0,370.44
0,370.44
0,264.98
0,339.13
0,1218.20
0,972.57
0,726.26
0,931.33
0,1388.38
0,694.28
0,1106.86
0,842.74
0,766.78
0,803.55
0,757.98
0,646.70
0,1071.46
0,2932.29
0,2669.00
0,2146.27
0,2304.78
0,2265.49
43.4,2224.77
86.8,2395.20
130.2,1548.39
173.6,1265.87
379.6,1144.53
585.6,1057.33
791.6,1914.36
997.6,1750.55
1207.7625,1204.36
1417.925,177.90
1628.0875,448.47
1838.25,909.98
2003.1,654.28
2167.95,1208.91
2332.8,1389.68
2497.65,805.93
2652.325,392.01
2807,0.00
2961.675,922.89
3116.35,731.98
3055.8625,471.07
2995.375,635.13
2934.8875,607.69
2874.4,724.82
2763.7125,624.47
2653.025,513.18
2542.3375,853.17
2431.65,843.92
2293.225,839.24
2154.8,671.87
2016.375,516.21
1877.95,516.21
1752.925,999.06
1627.9,926.21
1502.875,583.77
1377.85,400.08
1213.8375,400.08
1049.825,367.67
885.8125,430.81
721.8,246.20
595.9625,623.06
470.125,0.00
344.2875,0.00
218.45,353.48
168.975,525.09
119.5,152.52
70.025,155.43
20.55,1110.99
15.4125,667.73
10.275,971.14
5.1375,951.89
0,2558.03
0,1902.41
0,2320.81
0,2321.37
0,2320.58
0,2307.40
0,1765.27
0,2325.13
0,2036.78
0,2233.58
0,2122.68
0,1906.02
0,3012.70
0,2207.60
0,2257.46
0,1936.20
0,1946.49
0,534.69
0,664.61
0,1150.26
0,204.50
0,204.50
0,204.50
0,229.76
0,498.65
0,498.65
0,372.72
0,292.53
0,326.87
0,631.98
0,481.23
0,0.00
0,0.00
0,0.00
0,349.13
0,646.79
0,1284.94
0,352.27
0,352.27
0,500.59
0,883.89
0,1125.23
0,1036.22
0,2242.96
0,2188.57
37.275,1932.26
74.55,1395.22
111.825,1380.86
149.1,2325.69
332.1375,1212.12
515.175,1333.96
698.2125,930.13
881.25,1477.32
1186.5125,930.85
1491.775,0.00
1797.0375,1159.67
2102.3,1296.08
2286.375,180.26
2470.45,411.97
2654.525,407.78
2838.6,219.64
2974.6875,219.64
3110.775,184.75
3246.8625,447.34
3382.95,397.88
3429.225,654.28
3475.5,1049.31
3521.775,373.09
3568.05,755.26
3399.0875,853.79
3230.125,917.33
3061.1625,917.33
2892.2,441.58
2692.8,612.37
2493.4,261.32
2294,787.49
2094.6,535.71
1985.4125,258.77
1876.225,521.57
1767.0375,377.51
1657.85,710.45
1498.6625,0.00
1339.475,398.51
1180.2875,398.51
1021.1,328.65
823.725,344.73
626.35,756.66
428.975,989.95
231.6,175.53
175.4875,1685.16
119.375,1306.69
63.2625,1099.64
7.15,733.99
5.3625,1683.45
3.575,1494.95
1.7875,1488.10
0,2160.74
0,2473.05
0,1404.57
0,1808.39
0,2120.83
0,2308.28
0,2209.62
0,2116.11
0,2906.43
0,2492.38
0,2060.54
0,1878.20
0,2497.98
0,2380.82
0,1275.76
0,1578.50
0,1519.75
0,423.27
0,423.27
0,525.18
0,293.86
0,293.86
0,182.99
0,0.00
0,682.10
0,293.93
0,326.55
0,276.03
0,344.08
0,219.31
0,166.71
0,475.51
0,290.84
0,92.36
0,738.31
0,217.41
0,191.60
0,866.88
0,866.88
0,377.09
0,1116.28
0,1023.70
0,2506.80
0,2341.86
0,2088.79
32.25,2041.27
64.5,2053.58
96.75,2013.80
129,2199.12
260.5875,2508.07
392.175,1847.41
523.7625,1717.72
655.35,1982.17
762.775,1359.40
870.2,1089.72
977.625,1092.95
1085.05,205.65
1223.1625,390.12
1361.275,390.12
1499.3875,190.07
1637.5,511.58
1749.0375,705.97
1860.575,185.17
1972.1125,432.75
2083.65,503.43
2249.7875,530.24
2415.925,722.72
2582.0625,138.87
2748.2,697.47
2734.2625,1012.95
2720.325,764.30
2706.3875,1688.88
2692.45,489.76
2682.3875,940.98
2672.325,940.98
2662.2625,699.75
2652.2,826.75
2479.875,808.59
2307.55,883.03
2135.225,822.12
1962.9,189.95
1806.175,89.06
1649.45,252.62
1492.725,306.27
1336,306.27
1156.1,0.00
976.2,0.00
796.3,0.00
616.4,326.30
469.7125,645.63
323.025,398.25
176.3375,90.77
29.65,1047.15
22.2375,1452.69
14.825,1267.99
7.4125,1429.50
0,1797.47
0,1775.72
0,2417.52
0,1792.97
0,2054.30
0,2175.23
0,2750.66
0,1910.44
0,2827.13
0,2262.00
0,2056.01
0,2369.47
0,2373.18
0,2201.36
0,1281.17
0,1319.51
0,1268.02
0,0.00
0,931.70
0,931.70
0,0.00
0,0.00
0,367.84
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,318.61
0,541.82
0,541.82
0,348.90
0,0.00
0,127.30
0,389.50
0,703.87
0,977.58
0,903.54
0,1033.51
0,1607.24
0,1478.47
0,2111.41
0,2030.95
9.4125,2329.92
18.825,1928.13
28.2375,1565.51
37.65,2142.55
109.325,1755.38
181,1912.53
252.675,1716.32
324.35,1422.69
364.6125,596.31
404.875,434.21
445.1375,403.44
485.4,1435.95
604.875,1146.42
724.35,222.37
843.825,516.89
963.3,550.46
1059.675,815.90
1156.05,615.78
1252.425,245.04
1348.8,260.61
1210.4125,54.22
1072.025,551.50
933.6375,595.09
795.25,440.34
957.125,1320.86
1119,1176.16
1280.875,256.35
1442.75,252.68
1315.3375,252.68
1187.925,288.33
1060.5125,231.30
933.1,231.30
784.1375,839.24
635.175,677.33
486.2125,1035.24
337.25,1007.09
309.875,607.43
282.5,273.13
255.125,492.98
227.75,688.45
220.1125,346.52
212.475,101.84
204.8375,272.85
197.2,152.56
152.6125,746.76
108.025,349.05
63.4375,334.04
18.85,906.21
14.1375,931.90
9.425,1615.83
4.7125,1051.03
0,2659.56
0,2051.04
0,1680.49
0,1848.23
0,1920.72
0,2137.59
0,2288.55
0,2094.23
0,2229.59
0,2264.36
0,2004.63
0,2108.42
0,2098.26
0,1909.29
0,2122.47
0,1930.26
0,1400.32
0,1150.85
0,823.96
0,449.74
0,296.84
0,246.76
0,246.76
0,246.76
0,133.48
0,372.08
0,285.68
0,775.36
0,1132.44
0,572.63
0,0.00
0,270.13
0,270.13
0,765.60
0,746.91
0,540.34
0,273.56
0,89.43
0,86.15
0,478.09
0,1354.86
0,1800.38
0,1126.17
0,2624.30
0,1029.98
32.5875,1390.04
65.175,1328.27
97.7625,1170.64
130.35,1108.70
286.1375,1514.45
441.925,1416.07
597.7125,1105.18
753.5,1052.61
897.375,1194.77
1041.25,473.48
1185.125,0.00
1329,915.30
1773.5875,939.90
2218.175,0.00
2662.7625,880.47
3107.35,101.73
3254.95,0.00
3402.55,0.00
3550.15,331.59
3697.75,640.60
3741.15,237.37
3784.55,286.42
3827.95,364.89
3871.35,739.53
3709.425,747.94
3547.5,970.11
3385.575,784.31
3223.65,871.72
3127.55,528.14
3031.45,874.29
2935.35,955.46
2839.25,810.73
2760.55,707.22
2681.85,510.17
2603.15,702.81
2524.45,617.03
2355.1,0.00
2185.75,365.36
2016.4,473.37
1847.05,463.68
1523.9625,637.70
1200.875,314.30
877.7875,318.19
554.7,1738.38
428.1875,917.03
301.675,1066.98
175.1625,924.09
48.65,619.95
36.4875,201.92
24.325,842.31
12.1625,1274.56
0,2494.18
0,2723.80
0,2456.18
0,2523.83
0,1763.45
0,2351.63
0,1331.44
0,1827.72
0,776.66
0,1610.68
0,1794.11
0,2222.26
0,2081.39
0,2618.83
0,2567.61
0,2691.98
0,3027.08
0,985.92
0,850.36
0,419.58
0,209.32
0,287.43
0,0.00
0,744.54
0,558.66
0,549.19
0,213.40
0,0.00
0,0.00
0,217.43
0,882.94
0,1093.28
0,311.04
0,712.41
0,1085.24
0,1468.01
0,1242.44
0,721.28
0,672.21
0,196.52
0,709.71
0,1775.93
0,1012.99
0,1083.64
0,1579.34
59.4375,2328.09
118.875,1221.45
178.3125,1946.93
237.75,1233.45
475.4875,1688.70
713.225,2095.41
950.9625,2177.46
1188.7,1746.08
1495.7625,778.46
1802.825,480.95
2109.8875,900.20
2416.95,1099.60
2622.75,274.43
2828.55,811.64
3034.35,1162.00
3240.15,905.12
3359.8,22.57
3479.45,0.00
3599.1,0.00
3718.75,610.27
3775.9625,1292.25
3833.175,359.52
3890.3875,186.21
3947.6,1430.35
3958.1125,1770.34
3968.625,197.99
3979.1375,608.99
3989.65,683.30
3900.1,637.15
3810.55,444.46
3721,437.22
3631.45,549.65
3488.525,596.94
3345.6,458.25
3202.675,664.13
3059.75,748.64
2824.9625,781.55
2590.175,550.16
2355.3875,606.63
2120.6,606.63
1850.05,92.75
1579.5,377.07
1308.95,0.00
1038.4,522.95
803.0125,513.64
567.625,315.85
332.2375,619.30
96.85,1095.92
72.6375,1737.21
48.425,2109.63
24.2125,1537.12
0,1984.91
0,1983.66
0,2023.97
0,1953.10
0,2450.55
0,1718.21
0,1170.18
0,2047.28
0,2241.52
0,2259.90
0,2853.10
0,1126.83
0,1913.91
0,1972.65
0,2502.54
0,2707.78
0,2685.92
0,482.58
0,861.38
0,734.67
0,0.00
0,0.00
0,0.00
0,140.19
0,140.19
0,354.57
0,354.57
0,0.00
0,337.29
0,570.19
0,0.00
0,335.32
0,335.32
0,237.52
0,80.27
0,330.98
0,479.24
0,466.22
0,256.81
0,302.37
0,435.01
0,1952.91
0,1587.80
0,1426.26
0,1225.82
62.0375,1460.64
124.075,2155.84
186.1125,2034.00
248.15,2001.25
522.825,1288.63
797.5,1436.04
1072.175,1436.04
1346.85,707.61
1623.9875,1066.00
1901.125,1541.82
2178.2625,1452.36
2455.4,857.35
2659.9375,284.71
2864.475,443.84
3069.0125,785.61
3273.55,369.85
3410.4,258.03
3547.25,258.03
3684.1,163.43
3820.95,163.43
3887.4,163.43
3953.85,238.46
4020.3,373.80
4086.75,743.97
4079.4125,644.60
4072.075,1161.40
4064.7375,1423.35
4057.4,967.80
3979.3875,543.52
3901.375,719.59
3823.3625,635.84
3745.35,1248.75
3578.975,608.55
3412.6,1223.35
3246.225,1269.22
3079.85,524.47
2853.45,773.82
2627.05,562.69
2400.65,257.96
2174.25,492.40
1893.7,420.18
1613.15,420.18
1332.6,0.00
1052.05,625.71
812.975,625.71
573.9,1093.72
334.825,808.36
95.75,1671.62
71.8125,1436.72
47.875,832.40
23.9375,961.51
0,1818.51
0,1428.55
0,1633.12
0,1832.71
0,2327.39
0,2319.16
0,2203.34
0,2098.12
0,2024.18
0,2308.01
0,2154.95
0,2828.29
0,2265.74
0,1184.79
0,2724.82
0,2734.01
0,1331.83
0,445.52
0,222.78
0,149.30
0,394.00
0,612.26
0,356.75
0,282.06
0,0.00
0,938.69
0,844.81
0,518.72
0,447.26
0,908.60
0,733.06
0,462.98
0,395.73
0,486.85
0,309.68
0,868.86
0,868.86
0,695.49
0,80.66
0,701.95
0,1150.87
0,2576.48
0,2356.18
0,2012.19
0,2174.69
49.225,1769.99
98.45,1748.90
147.675,2010.97
196.9,2546.02
428.6875,2263.21
660.475,1561.39
892.2625,1926.90
1124.05,1370.93
1394.3875,974.50
1664.725,1419.94
1935.0625,509.51
2205.4,509.51
2418.8625,258.95
2632.325,648.12
2845.7875,582.21
3059.25,517.17
3176.5125,407.91
3293.775,480.63
3411.0375,511.55
3528.3,50.00
3647.25,335.08
3766.2,686.54
3885.15,209.62
4004.1,822.46
4007.5625,655.32
4011.025,759.07
4014.4875,1132.35
4017.95,1132.35
3932.1125,372.10
3846.275,506.47
3760.4375,405.18
3674.6,405.18
3513.375,314.48
3352.15,222.75
3190.925,233.36
3029.7,426.42
2817.4125,425.45
2605.125,703.35
2392.8375,589.05
2180.55,791.65
1901.4625,632.85
1622.375,94.07
1343.2875,562.81
1064.2,811.48
822.7375,1072.47
581.275,959.20
339.8125,803.22
98.35,1380.49
73.7625,2566.21
49.175,951.87
24.5875,974.64
0,2116.17
0,1780.39
0,2354.71
0,2463.60
0,2233.19
0,2252.82
0,1934.50
0,2881.36
0,3099.44
0,2482.14
0,2258.66
0,2283.05
0,2435.52
0,1685.64
0,1900.92
0,2242.97
0,2185.55
0,1404.80
0,558.70
0,221.84
0,0.00
0,0.00
0,0.00
0,0.00
0,295.06
0,292.60
0,344.27
0,344.27
0,222.93
0,222.93
0,391.32
0,286.55
0,0.00
0,0.00
0,264.73
0,439.24
0,439.24
0,335.32
0,746.54
0,746.54
0,718.54
0,1598.04
0,1350.45
0,1588.14
0,1383.23
36.1125,1719.76
72.225,1742.52
108.3375,2096.78
144.45,1519.80
283.225,1272.12
422,1425.36
560.775,1452.47
699.55,1311.16
886.6125,1042.63
1073.675,1250.25
1260.7375,1236.68
1447.8,1486.79
1623.1875,1126.47
1798.575,495.00
1973.9625,1499.64
2149.35,1721.84
2214.9,106.83
2280.45,405.16
2346,342.58
2411.55,109.19
2554.45,443.27
2697.35,233.03
2840.25,0.00
2983.15,787.00
2928.1875,901.68
2873.225,523.76
2818.2625,551.58
2763.3,939.74
2632.15,396.22
2501,309.38
2369.85,309.38
2238.7,286.00
2165.275,652.92
2091.85,592.20
2018.425,242.83
1945,282.03
1850.5875,282.03
1756.175,746.34
1661.7625,745.55
1567.35,839.22
1362,831.63
1156.65,779.79
951.3,413.34
745.95,1140.27
575.725,1127.67
405.5,1511.32
235.275,1054.34
65.05,1408.42
48.7875,2090.95
32.525,2051.47
16.2625,1534.86
0,1736.65
0,2088.41
0,2317.06
0,2063.17
0,2126.23
0,2688.55
0,1596.23
0,2383.47
0,2577.07
0,2037.02
0,2210.15
0,2088.59
0,2062.64
0,2209.39
0,2068.14
0,2210.41
0,2175.23
0,1030.28
0,486.05
0,712.94
0,0.00
0,365.11
0,365.11
0,0.00
0,0.00
0,231.67
0,231.67
0,198.35
0,198.35
0,423.96
0,0.00
0,367.59
0,728.53
0,8.20
0,0.00
0,497.51
0,267.35
0,811.42
0,811.42
0,1043.70
0,1200.18
0,2039.56
0,2264.81
0,1942.10
0,2470.08
42.9625,2517.64
85.925,2258.20
128.8875,1538.09
171.85,1756.12
357.1125,1786.83
542.375,702.10
727.6375,932.06
912.9,730.75
1057.3,530.54
1201.7,1956.11
1346.1,1676.14
1490.5,989.94
1597.3875,1173.26
1704.275,1127.67
1811.1625,585.88
1918.05,585.88
2164.4375,683.44
2410.825,451.60
2657.2125,804.22
2903.6,558.17
2764.9375,337.05
2626.275,461.17
2487.6125,376.38
2348.95,1110.64
2420.625,1457.98
2492.3,609.48
2563.975,545.70
2635.65,545.70
2525.55,531.35
2415.45,487.57
2305.35,0.00
2195.25,388.62
2074.9625,510.17
1954.675,812.03
1834.3875,629.81
1714.1,921.60
1597.9875,868.17
1481.875,438.07
1365.7625,438.07
1249.65,77.84
1083.3,0.00
916.95,108.93
750.6,288.65
584.25,403.07
445.325,541.10
306.4,982.08
167.475,894.41
28.55,2101.59
21.4125,2250.29
14.275,1685.63
7.1375,1473.20
0,1022.11
0,2083.70
0,1687.70
0,1552.21
0,1724.05
0,1931.02
0,2436.53
0,2153.38
0,2748.75
0,2868.02
0,2155.71
0,2258.94
0,2270.44
0,2622.20
0,2578.00
0,2973.77
0,2522.97
0,1894.42
0,1004.51
0,790.52
0,0.00
0,0.00
0,164.46
0,670.07
0,1157.03
0,621.80
0,253.21
0,369.99
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,421.11
0,910.35
0,1262.57
0,713.53
0,163.33
0,477.99
0,706.58
0,1662.63
0,2476.74
0,1491.78
0,1825.95
0,2347.96
59.575,2429.33
119.15,2457.49
178.725,2366.64
238.3,2433.58
483.85,1430.88
729.4,1059.33
974.95,1097.47
1220.5,686.64
1480.3875,600.78
1740.275,559.81
2000.1625,1182.91
2260.05,984.44
2455,640.61
2649.95,819.46
2844.9,999.79
3039.85,795.08
3130.0875,274.23
3220.325,623.22
3310.5625,382.60
3400.8,382.60
3466.7875,363.86
3532.775,339.23
3598.7625,251.73
3664.75,818.99
3562.6625,1253.28
3460.575,1730.83
3358.4875,1065.84
3256.4,1227.15
3294.25,1062.56
3332.1,548.11
3369.95,282.08
3407.8,0.00
3284.5625,525.51
3161.325,50.76
3038.0875,364.39
2914.85,364.39
2713.6375,186.25
2512.425,0.00
2311.2125,0.00
2110,940.56
1807.6,536.13
1505.2,0.00
1202.8,510.75
900.4,403.77
692.975,495.70
485.55,692.68
278.125,222.92
70.7,716.49
53.025,364.56
35.35,1268.59
17.675,2146.76
0,2541.32
0,1967.84
0,2673.22
0,1789.80
0,2222.29
0,2272.25
0,2418.95
0,2540.72
0,2174.18
0,2121.65
0,2100.49
0,2090.64
0,2496.48
0,2406.76
0,2385.14
0,2301.14
0,2718.23
0,1679.32
0,566.72
0,486.54
0,243.87
0,496.27
0,252.40
0,789.28
0,789.28
0,467.12
0,367.41
0,190.82
0,0.00
0,0.00
0,338.35
0,477.33
0,323.33
0,272.91
0,272.91
0,0.00
0,95.19
0,662.22
0,1132.66
0,499.99
0,1181.02
0,2253.57
0,2446.28
0,1985.36
0,1525.44
56.7375,1711.63
113.475,2701.03
170.2125,1928.87
226.95,1848.58
490.2875,1635.83
753.625,2299.61
1016.9625,1912.13
1280.3,1678.12
1484.6875,1098.23
1689.075,1150.67
1893.4625,964.90
2097.85,1223.32
2241.6625,874.16
2385.475,470.86
2529.2875,622.23
2673.1,316.64
2783.875,288.24
2894.65,842.15
3005.425,715.96
3116.2,585.43
3205.475,231.48
3294.75,413.93
3384.025,0.00
3473.3,667.58
3465.325,1029.18
3457.35,1987.58
3449.375,773.41
3441.4,1413.69
3397.2875,679.40
3353.175,163.64
3309.0625,51.24
3264.95,1078.66
3069.375,1051.89
2873.8,374.49
2678.225,905.01
2482.65,1163.87
2362.025,536.57
2241.4,103.47
2120.775,543.13
2000.15,540.76
1749.775,105.03
1499.4,0.00
1249.025,269.80
998.65,214.75
771.525,178.00
544.4,453.23
317.275,415.63
90.15,233.03
67.6125,1105.27
45.075,2624.22
22.5375,2716.40
0,1826.12
0,1885.01
0,1653.95
0,2073.25
0,2073.59
0,1979.37
0,1832.81
0,2653.24
0,2913.47
0,2536.91
0,2226.88
0,2431.80
0,2032.71
0,2366.17
0,2159.34
0,2209.34
0,2250.78
0,589.82
0,806.86
0,1125.12
0,136.23
0,136.23
0,284.94
0,284.94
0,252.77
0,252.77
0,838.85
0,834.59
0,0.00
0,0.00
0,0.00
0,428.08
0,658.91
0,365.63
0,479.33
0,479.33
0,1151.02
0,1087.19
0,766.92
0,1162.73
0,1850.65
0,1919.23
0,2087.59
0,1296.66
0,1337.24
49.7375,1509.18
99.475,1701.54
149.2125,2660.44
198.95,1562.92
415.4375,1213.25
631.925,2722.54
848.4125,1673.21
1064.9,740.60
1208.5875,717.45
1352.275,573.35
1495.9625,1568.64
1639.65,1568.64
1883.975,946.53
2128.3,309.11
2372.625,402.14
2616.95,366.70
2840.2375,0.00
3063.525,0.00
3286.8125,1178.91
3510.1,1112.22
3545.2125,106.29
3580.325,0.00
3615.4375,0.00
3650.55,930.94
3673.275,1413.19
3696,1287.51
3718.725,544.00
3741.45,171.79
3648.025,0.00
3554.6,0.00
3461.175,215.28
3367.75,215.28
3245.2875,369.84
3122.825,369.84
3000.3625,538.61
2877.9,591.89
2674.525,591.89
2471.15,480.05
2267.775,314.46
2064.4,308.68
1807.5875,308.68
1550.775,319.15
1293.9625,0.00
1037.15,597.32
800.7,788.83
564.25,328.87
327.8,744.61
91.35,2098.26
68.5125,1803.33
45.675,1024.20
22.8375,1600.94
0,1751.48
0,2447.42
0,1731.01
0,2139.58
0,2070.61
0,2404.24
0,2526.18
0,2048.58
0,1805.52
0,2443.74
0,2467.27
0,2388.75
0,2512.89
0,1892.77
0,1785.07
0,1763.08
0,1753.13
0,849.59
0,699.86
0,1136.03
0,567.20
0,498.68
0,112.58
0,0.00
0,373.08
0,0.00
0,504.51
0,504.51
0,273.47
0,313.62
0,880.82
0,808.03
0,393.90
0,568.11
0,568.11
0,658.46
0,252.32
0,535.28
0,535.28
0,701.41
0,1200.97
0,1625.98
0,1716.45
0,1254.35
0,1326.24
64.475,1799.70
128.95,2756.25
193.425,2557.47
257.9,2349.90
524.125,510.37
790.35,772.29
1056.575,1112.52
1322.8,730.46
1548.6125,736.20
1774.425,658.10
2000.2375,745.11
2226.05,551.53
2459.8875,406.83
2693.725,353.76
2927.5625,163.62
3161.4,1321.27
3297.8875,488.19
3434.375,324.56
3570.8625,253.24
3707.35,868.61
3711.0625,540.90
3714.775,540.90
3718.4875,347.22
3722.2,537.12
3600.6125,1096.57
3479.025,856.60
3357.4375,419.17
3235.85,305.83
3216.025,841.44
3196.2,841.44
3176.375,847.04
3156.55,340.60
3006.975,169.33
2857.4,0.00
2707.825,261.21
2558.25,261.21
2399.6,0.00
2240.95,0.00
2082.3,429.53
1923.65,88.18
1671.5375,0.00
1419.425,533.32
1167.3125,908.70
915.2,743.43
707.8125,308.24
500.425,476.06
293.0375,350.64
85.65,829.81
64.2375,1186.73
42.825,2115.03
21.4125,1894.28
0,1750.34
0,1846.09
0,2050.45
0,1630.43
0,1774.43
0,1618.52
0,1857.43
0,1975.67
0,2198.63
0,2004.64
0,2745.93
0,2321.83
0,2719.97
0,2598.45
0,2670.77
0,2171.19
0,1701.38
0,642.12
0,300.66
0,558.64
0,0.00
0,0.00
0,287.82
0,70.52
0,0.00
0,0.00
0,0.00
0,338.68
0,1065.69
0,1019.38
0,692.79
0,291.92
0,291.92
0,323.94
0,443.25
0,369.65
0,419.46
0,1045.60
0,1196.26
0,1053.22
0,2166.57
0,1103.83
0,1022.48
0,1380.24
0,2324.08
64.1875,2653.02
128.375,1536.50
192.5625,2405.49
256.75,2487.97
527.0125,2088.32
797.275,1506.88
1067.5375,552.17
1337.8,858.46
1596.575,697.08
1855.35,699.30
2114.125,1049.01
2372.9,989.71
2567.6875,1307.00
2762.475,1188.26
2957.2625,871.91
3152.05,791.67
3265.75,470.03
3379.45,0.00
3493.15,0.00
3606.85,315.86
3553.275,375.81
3499.7,577.52
3446.125,767.07
3392.55,612.76
3255.6,1226.64
3118.65,1314.47
2981.7,1508.56
2844.75,606.22
2946.5,319.54
3048.25,319.54
3150,382.39
3251.75,364.45
3000.3,301.50
2748.85,442.92
2497.4,343.95
2245.95,687.11
2052,371.43
1858.05,260.87
1664.1,260.87
1470.15,129.11
1237.6125,246.43
1005.075,246.43
772.5375,50.00
540,504.68
409.0875,314.20
278.175,466.97
147.2625,785.55
16.35,1320.14
12.2625,1329.46
8.175,1970.24
4.0875,1163.64
0,2784.97
0,2200.93
0,1104.02
0,831.82
0,2621.01
0,2547.74
0,2749.73
0,1793.26
0,1829.45
0,2266.43
0,2249.41
0,2262.90
0,1990.38
0,2267.70
0,2296.94
0,2445.97
0,1449.46
0,917.18
0,702.76
0,715.10
0,0.00
0,0.00
0,620.22
0,352.74
0,0.00
0,0.00
0,0.00
0,341.44
0,341.44
0,469.81
0,720.07
0,283.99
0,664.57
0,418.94
0,529.18
0,628.92
0,973.78
0,333.85
0,283.85
0,0.00
0,655.31
0,1368.45
0,2007.97
0,2222.71
0,1881.84
58.9625,1923.28
117.925,2005.86
176.8875,2561.54
235.85,2719.02
483.8,2285.32
731.75,1379.79
979.7,2184.68
1227.65,1676.43
1442,1292.87
1656.35,1195.96
1870.7,1493.11
2085.05,815.74
2286.4875,380.03
2487.925,763.04
2689.3625,1146.08
2890.8,1146.08
3047.7125,659.18
3204.625,145.40
3361.5375,256.97
3518.45,256.97
3594.7125,360.68
3670.975,481.56
3747.2375,479.42
3823.5,739.30
3646.5125,2263.27
3469.525,2244.08
3292.5375,994.18
3115.55,698.33
3164.0875,455.14
3212.625,370.96
3261.1625,178.18
3309.7,1122.75
3179.7,1122.78
3049.7,1024.46
2919.7,779.33
2789.7,868.51
2577.3625,659.87
2365.025,598.42
2152.6875,882.96
1940.35,354.00
1662.775,165.04
1385.2,335.31
1107.625,459.73
830.05,545.49
638.1125,600.01
446.175,574.90
254.2375,917.51
62.3,1699.66
46.725,705.36
31.15,1004.30
15.575,709.48
0,1092.84
0,1649.39
0,794.66
0,2035.95
0,1841.03
0,1729.47
0,2439.96
0,1952.28
0,1835.55
0,2111.32
0,2104.47
0,2050.99
0,2360.92
0,2397.75
0,1296.37
0,1621.03
0,1349.68
0,370.64
0,1074.42
0,986.24
0,0.00
0,0.00
0,0.00
0,353.64
0,353.64
0,326.34
0,590.23
0,159.00
0,0.00
0,0.00
0,243.85
0,243.85
0,170.38
0,642.88
0,617.73
0,343.94
0,357.01
0,610.69
0,453.82
0,247.65
0,1027.22
0,1632.24
0,1542.84
0,1089.37
0,1712.07
59.3875,1980.39
118.775,1763.70
178.1625,2045.83
237.55,2764.74
483.95,1293.12
730.35,2007.71
976.75,1479.27
1223.15,639.48
1496.575,683.28
1770,1180.98
2043.425,989.06
2316.85,1012.38
2464.3125,711.65
2611.775,711.78
2759.2375,1444.03
2906.7,1132.74
3070.75,735.12
3234.8,591.97
3398.85,268.37
3562.9,473.20
3573.5,404.66
3584.1,213.06
3594.7,349.04
3605.3,349.04
3615.9875,827.84
3626.675,1385.63
3637.3625,1008.81
3648.05,982.38
3523.125,377.59
3398.2,1067.24
3273.275,581.46
3148.35,84.30
2968.4125,528.46
2788.475,528.46
2608.5375,84.30
2428.6,808.19
2198.7875,1011.92
1968.975,271.92
1739.1625,271.92
1509.35,149.49
1286.85,34.85
1064.35,209.25
841.85,209.25
619.35,602.74
471.5125,528.66
323.675,470.83
175.8375,168.94
28,917.78
21,204.10
14,1903.43
7,2133.16
0,1895.03
0,1570.54
0,1229.48
0,1287.06
0,1976.24
0,2397.35
0,1291.41
0,2790.37
0,2393.42
0,2866.63
0,2233.09
0,2762.37
0,2318.33
0,2133.81
0,2157.52
0,2124.49
0,2116.96
0,1397.85
0,1536.06
0,628.69
0,0.00
0,358.75
0,717.93
0,430.62
0,190.90
0,562.71
0,562.71
0,562.37
0,525.89
0,571.89
0,1066.20
0,445.22
0,326.76
0,616.04
0,541.85
0,605.12
0,585.11
0,707.08
0,681.48
0,393.72
